ID,Replicate,Bottleneck,Total spacers,Zero,One,Two ,Three ,Four,FiveOrMore,Single,Multiple,pfu
.4.24,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.5.1,5,5-clone,3,0,0,0,1,0,0,0,1,4.00E+02
.5.2,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.3,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.4,5,5-clone,3,0,0,0,1,0,0,0,1,4.00E+02
.5.5,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.6,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.7,5,5-clone,3,0,0,0,1,0,0,0,1,4.00E+02
.5.8,5,5-clone,3,0,0,0,1,0,0,0,1,4.00E+02
.5.9,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.10,5,5-clone,3,0,0,0,1,0,0,0,1,4.00E+02
.5.11,5,5-clone,3,0,0,0,1,0,0,0,1,4.00E+02
.5.12,5,5-clone,3,0,0,0,1,0,0,0,1,4.00E+02
.5.13,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.14,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.15,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.16,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.17,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.18,5,5-clone,4,0,0,0,0,1,0,0,1,4.00E+02
.5.19,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.20,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.21,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.22,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.5.23,5,5-clone,3,0,0,0,1,0,0,0,1,4.00E+02
.5.24,5,5-clone,1,0,1,0,0,0,0,1,0,4.00E+02
.6.1,6,5-clone,5,0,0,0,0,0,1,0,1,2.60E+10
.6.2,6,5-clone,3,0,0,0,1,0,0,0,1,2.60E+10
.6.3,6,5-clone,2,0,0,1,0,0,0,0,1,2.60E+10
.6.4,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.5,6,5-clone,1,0,1,0,0,0,0,1,0,2.60E+10
.6.6,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.7,6,5-clone,3,0,0,0,1,0,0,0,1,2.60E+10
.6.8,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.9,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.10,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.11,6,5-clone,4,0,0,0,0,1,0,0,1,2.60E+10
.6.12,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.13,6,5-clone,6,0,0,0,0,0,1,0,1,2.60E+10
.6.14,6,5-clone,2,0,0,1,0,0,0,0,1,2.60E+10
.6.15,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.16,6,5-clone,1,0,1,0,0,0,0,1,0,2.60E+10
.6.17,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.18,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.19,6,5-clone,1,0,1,0,0,0,0,1,0,2.60E+10
.6.20,6,5-clone,2,0,0,1,0,0,0,0,1,2.60E+10
.6.21,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.22,6,5-clone,1,0,1,0,0,0,0,1,0,2.60E+10
.6.23,6,5-clone,0,1,0,0,0,0,0,0,0,2.60E+10
.6.24,6,5-clone,1,0,1,0,0,0,0,1,0,2.60E+10
7.1,7,5-clone,0,1,0,0,0,0,0,0,0,2.60E+05
7.2,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.3,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.4,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.5,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.6,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.7,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.8,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.9,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.1,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.11,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.12,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.13,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.14,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.15,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.16,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.17,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.18,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.19,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.2,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.21,7,5-clone,1,0,1,0,0,0,0,1,0,2.60E+05
7.22,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.23,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
7.24,7,5-clone,2,0,0,1,0,0,0,0,1,2.60E+05
8.1,8,5-clone,3,0,0,0,1,0,0,0,1,3.20E+06
8.2,8,5-clone,2,0,0,1,0,0,0,0,1,3.20E+06
8.3,8,5-clone,4,0,0,0,0,1,0,0,1,3.20E+06
8.4,8,5-clone,3,0,0,0,1,0,0,0,1,3.20E+06
8.5,8,5-clone,2,0,0,1,0,0,0,0,1,3.20E+06
8.6,8,5-clone,4,0,0,0,0,1,0,0,1,3.20E+06
8.7,8,5-clone,2,0,0,1,0,0,0,0,1,3.20E+06
8.8,8,5-clone,3,0,0,0,1,0,0,0,1,3.20E+06
8.9,8,5-clone,3,0,0,0,1,0,0,0,1,3.20E+06
8.1,8,5-clone,4,0,0,0,0,1,0,0,1,3.20E+06
8.11,8,5-clone,4,0,0,0,0,1,0,0,1,3.20E+06
8.12,8,5-clone,1,0,1,0,0,0,0,1,0,3.20E+06
8.13,8,5-clone,1,0,1,0,0,0,0,1,0,3.20E+06
8.14,8,5-clone,2,0,0,1,0,0,0,0,1,3.20E+06
8.15,8,5-clone,0,1,0,0,0,0,0,0,0,3.20E+06
8.16,8,5-clone,3,0,0,0,1,0,0,0,1,3.20E+06
8.17,8,5-clone,3,0,0,0,1,0,0,0,1,3.20E+06
8.18,8,5-clone,3,0,0,0,1,0,0,0,1,3.20E+06
8.19,8,5-clone,2,0,0,1,0,0,0,0,1,3.20E+06
8.2,8,5-clone,4,0,0,0,0,1,0,0,1,3.20E+06
8.21,8,5-clone,3,0,0,0,1,0,0,0,1,3.20E+06
8.22,8,5-clone,3,0,0,0,1,0,0,0,1,3.20E+06
